969,0,1,0,0,1,5,1,3,0
0,1129,3,0,0,1,2,0,0,0
8,5,994,3,6,1,1,10,4,0
2,19,44,913,1,10,0,8,10,3
2,9,9,0,882,1,28,1,4,46
11,10,6,29,4,795,19,3,12,3
10,3,12,0,6,6,914,3,4,0
5,24,27,2,2,2,0,954,1,11
9,36,22,18,5,29,20,16,809,10
14,15,2,12,13,12,2,21,0,918
